transaction_id,date,libelle_brut,montant,merchant,payment_channel,transaction_type,recurring,income_flag,normalized_description
TXN000518,2025-11-24,YOUTUBE PREMIUM 40080,-19.27,YouTube Premium,Card Online,Subscription,True,False,YouTube Premium Streaming
TXN000519,2025-11-24,DD *DELIVERY CRYSTALSIDE,-412.84,Instacart,Card Online,Purchase,False,False,Instacart Delivery
TXN000520,2025-11-25,PANERA CHERYLLAND VI,-491.74,Unknown,Unknown,Unknown,False,False,Unknown
TXN000521,2025-11-25,SP MUSIC 10034,-57.58,Spotify,Card Online,Subscription,True,False,Spotify Music
TXN000522,2025-11-26,DUNKIN EAST WA,-481.14,Unknown,Unknown,Unknown,False,False,Unknown
TXN000523,2025-11-28,VNM *FERGUSON,2016.89,Unknown,Unknown,Credit,False,False,Unknown
TXN000524,2025-11-28,LYFT TRAVISBOROUGH NH,-226.68,Lyft,Card Online,Purchase,False,False,Lyft Rideshare
TXN000525,2025-11-28,SUBWAY EAST ND,-109.39,Unknown,Unknown,Unknown,False,False,Unknown
TXN000526,2025-11-28,YOUTUBE PREMIUM 37889,-16.58,YouTube Premium,Card Online,Subscription,True,False,YouTube Premium Streaming
TXN000527,2025-11-29,ACH DEPOSIT SERVICES CO SALARY,2497.12,Employer,Transfer,Income,True,True,Employer Salary
TXN000528,2025-11-29,T-MOBILE EAST CO,-36.42,Unknown,Unknown,Unknown,False,False,Unknown
TXN000529,2025-12-02,MSFT *XBOX 20235,-137.01,Xbox,Card Online,Subscription,True,False,Xbox Gaming
TXN000530,2025-12-02,COMCAST STEVENHAVEN AZ,-26.05,Comcast,Transfer,Direct Debit,True,False,Comcast Internet
TXN000531,2025-12-02,AT&T PAYMENT 15727,-8.49,AT&T,Transfer,Direct Debit,True,False,AT&T Phone
TXN000532,2025-12-02,VERIZON PORT CT,-101.74,Verizon,Transfer,Direct Debit,True,False,Verizon Phone
TXN000533,2025-12-02,SMITH MNTHLY OCT,-21.03,Unknown,Unknown,Unknown,False,False,Unknown
TXN000534,2025-12-03,CON EDISON 99849,-72.53,Con Edison,Transfer,Direct Debit,True,False,Con Edison Electricity
TXN000535,2025-12-03,DISNEY PLUS FR,-123.51,Disney+,Card Online,Subscription,True,False,Disney+ Streaming
TXN000536,2025-12-03,HLU *STREAM 11861,-114.16,Hulu,Card Online,Subscription,True,False,Hulu Streaming
TXN000537,2025-12-04,PANERA EAST OK,-26.04,Unknown,Unknown,Unknown,False,False,Unknown
TXN000538,2025-12-07,AMAZN 89818 USA,-408.5,Amazon,Card Online,Purchase,True,False,Amazon E-commerce
TXN000539,2025-12-08,DISNEY PLUS FR,-58.02,Disney+,Card Online,Subscription,True,False,Disney+ Streaming
TXN000540,2025-12-08,EBAY INC 5XALY8 USA,-278.28,eBay,Card Online,Purchase,True,False,eBay E-commerce
TXN000541,2025-12-11,DUNKIN NORTH IA,-202.82,Unknown,Unknown,Unknown,False,False,Unknown
TXN000542,2025-12-11,AT&T PAYMENT 94738,-37.07,AT&T,Transfer,Direct Debit,True,False,AT&T Phone
TXN000543,2025-12-11,GLOBAL INC SAL MAR,2289.93,Unknown,Unknown,Credit,False,False,Unknown
TXN000544,2025-12-13,DD *DELIVERY LAKE,-28.91,Instacart,Card Online,Purchase,False,False,Instacart Delivery
TXN000545,2025-12-13,UBER NORTH WY,-348.61,Uber,Card Online,Purchase,True,False,Uber Rideshare
TXN000546,2025-12-13,LA FITNESS PORT OR,-80.15,Planet Fitness,Card POS,Subscription,True,False,Planet Fitness Gym
TXN000547,2025-12-13,BEST BUY CHANDLERTON AL,-165.33,Best Buy,Card POS,Purchase,True,False,Best Buy Electronics
TXN000548,2025-12-14,APPLE.COM/BILL 90374,-35.98,Apple,Card Online,Subscription,True,False,Apple Apps
TXN000549,2025-12-15,UBER EATS NATALIETOWN,-66.71,Uber Eats,Card Online,Purchase,True,False,Uber Eats Delivery
TXN000550,2025-12-15,UE *FOOD LAKE,-376.12,McDonald's,Card POS,Purchase,True,False,McDonald's Fast Food
TXN000551,2025-12-19,IKEA DANIELSFURT MH,-499.0,Unknown,Unknown,Unknown,False,False,Unknown
TXN000552,2025-12-20,CAR LOAN PAYMENT US BANK AUG,-67.1,Bank,Transfer,Direct Debit,True,False,Bank Car Loan
TXN000553,2025-12-21,UE *FOOD LARSONPORT,-32.74,McDonald's,Card POS,Purchase,False,False,McDonald's Fast Food
TXN000554,2025-12-22,UBER EATS WEST,-184.13,Uber Eats,Card Online,Purchase,False,False,Uber Eats Delivery
TXN000555,2025-12-25,CAR LOAN PAYMENT BANK OF AMERICA JUN,-31.17,Bank,Transfer,Direct Debit,True,False,Bank Car Loan
TXN000556,2025-12-26,LYFT FLORESTON IA,-51.04,Lyft,Card Online,Purchase,False,False,Lyft Rideshare
TXN000557,2025-12-26,DISNEY PLUS US,-7.62,Disney+,Card Online,Subscription,True,False,Disney+ Streaming
TXN000558,2025-12-27,UNITED AIR 7Z4ZXH,-348.11,Delta Airlines,Card Online,Purchase,True,False,Delta Airlines Flight
TXN000559,2025-12-28,CON EDISON 72409,-64.65,Con Edison,Transfer,Direct Debit,True,False,Con Edison Electricity
TXN000560,2025-12-28,CVS PHARMACY ROSETOWN PW,-423.24,CVS Pharmacy,Card POS,Purchase,True,False,CVS Pharmacy Pharmacy
TXN000561,2026-01-01,AT&T PAYMENT 51514,-93.43,AT&T,Transfer,Direct Debit,True,False,AT&T Phone
TXN000562,2026-01-01,JOHNSON MNTHLY JAN,-106.28,Unknown,Unknown,Unknown,False,False,Unknown
TXN000563,2026-01-04,LOWES ADAMSMOUTH CO,-174.78,Unknown,Unknown,Unknown,False,False,Unknown
TXN000564,2026-01-05,CVS PHARMACY LAMBERTFURT MI,-176.65,CVS Pharmacy,Card POS,Purchase,False,False,CVS Pharmacy Pharmacy
TXN000565,2026-01-06,PLAYSTATION 52802 USA,-80.05,PlayStation,Card Online,Subscription,True,False,PlayStation Gaming
TXN000566,2026-01-06,CON EDISON 97896,-69.84,Con Edison,Transfer,Direct Debit,True,False,Con Edison Electricity
TXN000567,2026-01-08,HBO MAX 18269 USA,-66.23,HBO Max,Card Online,Subscription,True,False,HBO Max Streaming
TXN000568,2026-01-09,UE *FOOD ASHLEYVILLE,-177.4,McDonald's,Card POS,Purchase,False,False,McDonald's Fast Food
TXN000569,2026-01-09,HBO MAX 98163 USA,-65.09,HBO Max,Card Online,Subscription,True,False,HBO Max Streaming
TXN000570,2026-01-09,LOWES GARYLAND IL,-369.61,Unknown,Unknown,Unknown,False,False,Unknown
TXN000571,2026-01-12,LOWES CORYSHIRE NM,-329.36,Unknown,Unknown,Unknown,False,False,Unknown
TXN000572,2026-01-13,BEST BUY SOUTH MP,-311.86,Best Buy,Card POS,Purchase,True,False,Best Buy Electronics
TXN000573,2026-01-14,PLAYSTATION 34515 USA,-100.48,PlayStation,Card Online,Subscription,True,False,PlayStation Gaming
TXN000574,2026-01-14,SP MUSIC 35523,-34.4,Spotify,Card Online,Subscription,True,False,Spotify Music
TXN000575,2026-01-15,DISNEY PLUS DE,-137.18,Disney+,Card Online,Subscription,True,False,Disney+ Streaming
TXN000576,2026-01-15,COMCAST WEST FM,-138.26,Comcast,Transfer,Direct Debit,True,False,Comcast Internet
TXN000577,2026-01-16,MORTGAGE PAYMENT US BANK DEC,-94.97,Bank,Transfer,Direct Debit,True,False,Bank Mortgage
TXN000578,2026-01-17,YOUTUBE PREMIUM 60699,-84.11,YouTube Premium,Card Online,Subscription,True,False,YouTube Premium Streaming
TXN000579,2026-01-17,SOUTHWEST AIR STYFSU,-447.79,Delta Airlines,Card Online,Purchase,True,False,Delta Airlines Flight
TXN000580,2026-01-18,MCDONALD'S PORT AR,-408.01,McDonald's,Card POS,Purchase,True,False,McDonald's Fast Food
TXN000581,2026-01-20,DISNEY PLUS FR,-17.12,Disney+,Card Online,Subscription,True,False,Disney+ Streaming
TXN000582,2026-01-20,LYFT NORTH GU,-361.81,Lyft,Card Online,Purchase,False,False,Lyft Rideshare
TXN000583,2026-01-23,VERIZON WEST MD,-62.69,Verizon,Transfer,Direct Debit,True,False,Verizon Phone
TXN000584,2026-01-23,MORTGAGE PAYMENT US BANK MAY,-25.36,Bank,Transfer,Direct Debit,True,False,Bank Mortgage
TXN000585,2026-01-24,ACH DEPOSIT INDUSTRIES SALARY,2074.77,Employer,Transfer,Income,True,True,Employer Salary
TXN000586,2026-01-24,MORTGAGE PAYMENT WELLS FARGO FEB,-125.72,Bank,Transfer,Direct Debit,True,False,Bank Mortgage
TXN000587,2026-01-25,T-MOBILE WATKINSCHESTER MT,-95.54,Walmart,Card POS,Purchase,False,False,Walmart Supermarket
TXN000588,2026-01-25,DELTA AIR ALMAIS,-113.22,Delta Airlines,Card Online,Purchase,False,False,Delta Airlines Flight
TXN000589,2026-01-25,APPLE STORE FISCHERLAND OR,-284.02,Apple Store,Card POS,Purchase,True,False,Apple Store Electronics
TXN000590,2026-01-25,AT&T PAYMENT 64465,-133.25,AT&T,Transfer,Direct Debit,True,False,AT&T Phone
TXN000591,2026-01-26,PANERA JULIELAND GU,-416.16,Unknown,Unknown,Unknown,False,False,Unknown
TXN000592,2026-01-27,HBO MAX 66649 USA,-72.35,HBO Max,Card Online,Subscription,True,False,HBO Max Streaming
TXN000593,2026-01-31,HBO MAX 93667 USA,-67.62,HBO Max,Card Online,Subscription,True,False,HBO Max Streaming
TXN000594,2026-01-31,SOUTHWEST AIR 8L5UG6,-146.46,Delta Airlines,Card Online,Purchase,False,False,Delta Airlines Flight
TXN000595,2026-02-01,HOME DEPOT STEPHANIELAND ID,-383.84,State Farm,Transfer,Direct Debit,True,False,State Farm Home
TXN000596,2026-02-03,AUDIBLE MEMBERSHIP DEC,-22.99,Unknown,Unknown,Unknown,False,False,Unknown
TXN000597,2026-02-04,AMZ*0W4V5T 85856,-320.81,Amazon,Card Online,Purchase,True,False,Amazon E-commerce
TXN000598,2026-02-05,SHELL OIL HOLLOWAYHAVEN GA,-250.39,Shell,Card POS,Purchase,False,False,Shell Gas
TXN000599,2026-02-05,T-MOBILE LESLIEMOUTH TN,-135.01,Unknown,Unknown,Unknown,False,False,Unknown
TXN000600,2026-02-05,DELTA AIR YGYGYO,-157.96,Delta Airlines,Card Online,Purchase,True,False,Delta Airlines Flight
TXN000601,2026-02-06,COMCAST NEW IA,-101.39,Comcast,Transfer,Direct Debit,True,False,Comcast Internet
TXN000602,2026-02-06,HOME DEPOT WEST NM,-432.94,State Farm,Transfer,Direct Debit,True,False,State Farm Home
TXN000603,2026-02-07,COMCAST MICHAELBURGH AL,-139.25,Comcast,Transfer,Direct Debit,True,False,Comcast Internet
TXN000604,2026-02-08,AMZ*L7LDS7 42594,-109.62,Amazon,Card Online,Purchase,True,False,Amazon E-commerce
TXN000605,2026-02-08,VERIZON RYANFURT NE,-135.01,Verizon,Transfer,Direct Debit,True,False,Verizon Phone
TXN000606,2026-02-10,DISNEY PLUS UK,-58.05,Disney+,Card Online,Subscription,True,False,Disney+ Streaming
TXN000607,2026-02-10,AMZ*CB55VD 86578,-184.04,Amazon,Card Online,Purchase,False,False,Amazon E-commerce
TXN000608,2026-02-11,BROWN MNTHLY MAY,-108.89,Unknown,Unknown,Unknown,False,False,Unknown
TXN000609,2026-02-11,COMCAST WILLIAMBURGH CT,-130.0,Comcast,Transfer,Direct Debit,True,False,Comcast Internet
TXN000610,2026-02-11,GRUBHUB LAKE,-400.17,Grubhub,Card Online,Purchase,False,False,Grubhub Delivery
TXN000611,2026-02-13,CAR LOAN PAYMENT BANK OF AMERICA SEP,-104.67,Bank,Transfer,Direct Debit,True,False,Bank Car Loan
TXN000612,2026-02-13,IKEA WEST TN,-493.06,Unknown,Unknown,Unknown,False,False,Unknown
TXN000613,2026-02-15,AUDIBLE MEMBERSHIP SEP,-125.01,Unknown,Unknown,Unknown,False,False,Unknown
TXN000614,2026-02-15,EQUINOX LAKE VI,-12.95,Unknown,Unknown,Unknown,False,False,Unknown
TXN000615,2026-02-16,PLAYSTATION 81573 USA,-93.86,PlayStation,Card Online,Subscription,True,False,PlayStation Gaming
TXN000616,2026-02-16,AUDIBLE MEMBERSHIP APR,-15.17,Unknown,Unknown,Unknown,False,False,Unknown
TXN000617,2026-02-17,WALGREENS MARTINHAVEN NJ,-474.17,Walgreens,Card POS,Purchase,False,False,Walgreens Pharmacy
TXN000618,2026-02-17,T-MOBILE SOUTH FL,-102.99,Unknown,Unknown,Unknown,False,False,Unknown
TXN000619,2026-02-18,IKEA HOWETOWN AR,-458.08,Unknown,Unknown,Unknown,False,False,Unknown
TXN000620,2026-02-22,HULU 71523 USA,-50.59,Hulu,Card Online,Subscription,True,False,Hulu Streaming
TXN000621,2026-02-22,CON EDISON 55733,-104.74,Con Edison,Transfer,Direct Debit,True,False,Con Edison Electricity
TXN000622,2026-02-22,GRUBHUB NORTH,-264.78,Grubhub,Card Online,Purchase,False,False,Grubhub Delivery
TXN000623,2026-02-22,PAYPAL TRANSFER 977E08EE RECEIVED,2218.54,PayPal,Transfer,Transfer,False,False,PayPal P2P
TXN000624,2026-02-22,MORTGAGE PAYMENT CITIBANK MAY,-123.88,Bank,Transfer,Direct Debit,True,False,Bank Mortgage
TXN000625,2026-02-24,GOLDS GYM NORTH NJ,-68.85,Gold's Gym,Card POS,Subscription,True,False,Gold's Gym Gym
TXN000626,2026-02-27,WALGREENS EAST DE,-266.21,Walgreens,Card POS,Purchase,False,False,Walgreens Pharmacy
TXN000627,2026-02-28,EXXON ROWESTAD UT,-425.02,Unknown,Unknown,Unknown,False,False,Unknown
TXN000628,2026-02-28,EBAY INC GWXBQK USA,-345.83,eBay,Card Online,Purchase,True,False,eBay E-commerce
TXN000629,2026-03-02,NTFLX ONLINE UK,-31.12,Netflix,Card Online,Subscription,True,False,Netflix Streaming
TXN000630,2026-03-02,MORTGAGE PAYMENT BANK OF AMERICA DEC,-125.95,Bank,Transfer,Direct Debit,True,False,Bank Mortgage
TXN000631,2026-03-03,MCD #2IPZKR,-406.28,McDonald's,Card POS,Purchase,True,False,McDonald's Fast Food
TXN000632,2026-03-06,AT&T PAYMENT 51589,-35.1,AT&T,Transfer,Direct Debit,True,False,AT&T Phone
TXN000633,2026-03-06,SHELL OIL JAMIEPORT NJ,-387.82,Shell,Card POS,Purchase,False,False,Shell Gas
TXN000634,2026-03-06,VERIZON EAST WI,-20.22,Verizon,Transfer,Direct Debit,True,False,Verizon Phone
TXN000635,2026-03-06,HOME DEPOT NORTH RI,-313.89,State Farm,Transfer,Direct Debit,True,False,State Farm Home
TXN000636,2026-03-07,JONES MNTHLY SEP,-52.29,Unknown,Unknown,Unknown,False,False,Unknown
TXN000637,2026-03-07,VNM *MOODY,2210.44,Unknown,Unknown,Credit,False,False,Unknown
TXN000638,2026-03-09,CON EDISON 34896,-71.61,Con Edison,Transfer,Direct Debit,True,False,Con Edison Electricity
TXN000639,2026-03-13,ACH DEPOSIT SOLUTIONS LLC SALARY,2158.43,Employer,Transfer,Income,True,True,Employer Salary
TXN000640,2026-03-14,CAR LOAN PAYMENT BANK OF AMERICA SEP,-18.28,Bank,Transfer,Direct Debit,True,False,Bank Car Loan
TXN000641,2026-03-14,GRUBHUB LAKE,-254.6,Grubhub,Card Online,Purchase,True,False,Grubhub Delivery
TXN000642,2026-03-15,YOUTUBE PREMIUM 78087,-130.71,YouTube Premium,Card Online,Subscription,True,False,YouTube Premium Streaming
TXN000643,2026-03-15,EBAY INC A202C9 USA,-153.27,eBay,Card Online,Purchase,False,False,eBay E-commerce
TXN000644,2026-03-16,LOWES JAMESPORT NC,-407.82,Unknown,Unknown,Unknown,False,False,Unknown
TXN000645,2026-03-17,CON EDISON 94635,-107.62,Con Edison,Transfer,Direct Debit,True,False,Con Edison Electricity
TXN000646,2026-03-17,BEST BUY NORTH VA,-185.63,Best Buy,Card POS,Purchase,False,False,Best Buy Electronics
TXN000647,2026-03-18,CON EDISON 41739,-124.4,Con Edison,Transfer,Direct Debit,True,False,Con Edison Electricity
TXN000648,2026-03-19,DISNEY PLUS IE,-79.24,Disney+,Card Online,Subscription,True,False,Disney+ Streaming
TXN000649,2026-03-24,CAR LOAN PAYMENT WELLS FARGO SEP,-35.46,Bank,Transfer,Direct Debit,True,False,Bank Car Loan
TXN000650,2026-03-26,NTFLX ONLINE UK,-57.31,Netflix,Card Online,Subscription,True,False,Netflix Streaming
TXN000651,2026-03-26,SUBWAY DANIELMOUTH FL,-55.01,Unknown,Unknown,Unknown,False,False,Unknown
TXN000652,2026-03-29,SUBWAY WEST OH,-334.7,Unknown,Unknown,Unknown,False,False,Unknown
TXN000653,2026-03-30,MSFT *XBOX 59789,-115.33,Xbox,Card Online,Subscription,True,False,Xbox Gaming
TXN000654,2026-03-30,STEAM GAMES WEYEHD,-67.07,Steam,Card Online,Purchase,False,False,Steam Gaming
TXN000655,2026-03-31,SUBWAY SOUTH IL,-293.85,Unknown,Unknown,Unknown,False,False,Unknown
TXN000656,2026-04-01,VERIZON WEST NY,-139.5,Verizon,Transfer,Direct Debit,True,False,Verizon Phone
TXN000657,2026-04-03,STARBUCKS SOUTH PW,-47.9,Starbucks,Card POS,Purchase,False,False,Starbucks Coffee
TXN000658,2026-04-04,TECH CORP PAYROLL FEB,1873.64,Employer,Transfer,Income,True,True,Employer Salary
TXN000659,2026-04-06,UNITED AIR 1F7W6P,-318.41,Delta Airlines,Card Online,Purchase,False,False,Delta Airlines Flight
TXN000660,2026-04-06,DD *DELIVERY PORT,-213.33,Instacart,Card Online,Purchase,True,False,Instacart Delivery
TXN000661,2026-04-06,SQ *COFFEE TAYLORSHIRE,-390.35,Starbucks,Card POS,Purchase,True,False,Starbucks Coffee
TXN000662,2026-04-07,ETSY INC BOJE7Z 65824,-14.01,Etsy,Card Online,Purchase,False,False,Etsy E-commerce
TXN000663,2026-04-11,PAYPAL TRANSFER EC894933 RECEIVED,2258.53,PayPal,Transfer,Transfer,True,False,PayPal P2P
TXN000664,2026-04-11,HBO MAX 87462 USA,-60.72,HBO Max,Card Online,Subscription,True,False,HBO Max Streaming
TXN000665,2026-04-12,MORTGAGE PAYMENT BANK OF AMERICA MAY,-115.56,Bank,Transfer,Direct Debit,True,False,Bank Mortgage
TXN000666,2026-04-13,RENT PAYMENT MAY SMITH,-131.96,Landlord,Transfer,Direct Debit,True,False,Landlord Rent
TXN000667,2026-04-14,CVS PHARMACY MILLSTON WA,-311.41,CVS Pharmacy,Card POS,Purchase,True,False,CVS Pharmacy Pharmacy
TXN000668,2026-04-14,VERIZON NEW PW,-73.89,Verizon,Transfer,Direct Debit,True,False,Verizon Phone
TXN000669,2026-04-15,EXXON BRIANNACHESTER AR,-76.07,Unknown,Unknown,Unknown,False,False,Unknown
TXN000670,2026-04-15,UNITED AIR U6G7JN,-96.87,Delta Airlines,Card Online,Purchase,False,False,Delta Airlines Flight
TXN000671,2026-04-16,IKEA EAST VI,-362.57,Unknown,Unknown,Unknown,False,False,Unknown
TXN000672,2026-04-16,JONES MNTHLY OCT,-22.16,Unknown,Unknown,Unknown,False,False,Unknown
TXN000673,2026-04-17,SUBWAY LEONCHESTER PW,-231.97,Unknown,Unknown,Unknown,False,False,Unknown
TXN000674,2026-04-19,XBOX GAME PASS 27704,-21.96,Xbox,Card Online,Subscription,True,False,Xbox Gaming
TXN000675,2026-04-20,CVS PHARMACY DANABERG VA,-354.92,CVS Pharmacy,Card POS,Purchase,True,False,CVS Pharmacy Pharmacy
TXN000676,2026-04-22,AUDIBLE MEMBERSHIP JAN,-63.59,Unknown,Unknown,Unknown,False,False,Unknown
TXN000677,2026-04-22,UNITED AIR GPQK9M,-456.5,Delta Airlines,Card Online,Purchase,True,False,Delta Airlines Flight
TXN000678,2026-04-22,MORTGAGE PAYMENT CHASE DEC,-131.84,Bank,Transfer,Direct Debit,True,False,Bank Mortgage
TXN000679,2026-04-22,LOWES LAKE PW,-449.27,Unknown,Unknown,Unknown,False,False,Unknown
TXN000680,2026-04-23,CHIPOTLE VARGASSTAD UT,-431.01,Chipotle,Card POS,Purchase,False,False,Chipotle Restaurant
TXN000681,2026-04-24,MORTGAGE PAYMENT US BANK JUN,-141.25,Bank,Transfer,Direct Debit,True,False,Bank Mortgage
TXN000682,2026-04-24,SUBWAY NEW IL,-215.19,Unknown,Unknown,Unknown,False,False,Unknown
TXN000683,2026-04-24,BEST BUY GONZALEZVIEW KS,-173.5,Best Buy,Card POS,Purchase,True,False,Best Buy Electronics
TXN000684,2026-04-25,DISNEY PLUS UK,-6.49,Disney+,Card Online,Subscription,True,False,Disney+ Streaming
TXN000685,2026-04-25,VERIZON LAKE MT,-147.3,Verizon,Transfer,Direct Debit,True,False,Verizon Phone
TXN000686,2026-04-26,GRUBHUB TIMOTHYBURY,-108.57,Grubhub,Card Online,Purchase,True,False,Grubhub Delivery
TXN000687,2026-04-28,AT&T PAYMENT 13756,-74.53,AT&T,Transfer,Direct Debit,True,False,AT&T Phone
TXN000688,2026-04-28,UBER LAKE GU,-58.74,Uber,Card Online,Purchase,False,False,Uber Rideshare
TXN000689,2026-05-01,CHIPOTLE WILKINSBURGH WA,-92.3,Chipotle,Card POS,Purchase,False,False,Chipotle Restaurant
TXN000690,2026-05-02,APPLE STORE NORTH OR,-370.97,Apple Store,Card POS,Purchase,False,False,Apple Store Electronics
TXN000691,2026-05-02,MORTGAGE PAYMENT CHASE AUG,-61.72,Bank,Transfer,Direct Debit,True,False,Bank Mortgage
TXN000692,2026-05-02,SQ *COFFEE KRISTINABERG,-429.72,Starbucks,Card POS,Purchase,True,False,Starbucks Coffee
TXN000693,2026-05-04,MORTGAGE PAYMENT CITIBANK JUN,-16.08,Bank,Transfer,Direct Debit,True,False,Bank Mortgage
TXN000694,2026-05-04,SHELL OIL EAST TN,-424.12,Shell,Card POS,Purchase,True,False,Shell Gas
TXN000695,2026-05-05,SOUTHWEST AIR KNEWHZ,-143.14,Delta Airlines,Card Online,Purchase,False,False,Delta Airlines Flight
TXN000696,2026-05-05,UE *FOOD SOUTH,-202.04,McDonald's,Card POS,Purchase,False,False,McDonald's Fast Food
TXN000697,2026-05-05,PELOTON MEMBERSHIP JAN,-35.88,Unknown,Unknown,Unknown,False,False,Unknown
TXN000698,2026-05-07,MORTGAGE PAYMENT WELLS FARGO DEC,-92.62,Bank,Transfer,Direct Debit,True,False,Bank Mortgage
TXN000699,2026-05-07,VENMO *WILSON,1828.73,Venmo,Transfer,Income,True,True,Venmo Freelance
TXN000700,2026-05-09,CHIPOTLE LAKE MN,-74.63,Chipotle,Card POS,Purchase,False,False,Chipotle Restaurant
TXN000701,2026-05-09,CVS PHARMACY STEPHANIESIDE VI,-474.41,CVS Pharmacy,Card POS,Purchase,False,False,CVS Pharmacy Pharmacy
TXN000702,2026-05-11,AMZ*XS08TR 41713,-474.78,Amazon,Card Online,Purchase,True,False,Amazon E-commerce
TXN000703,2026-05-11,T-MOBILE LAKE GU,-138.15,Unknown,Unknown,Unknown,False,False,Unknown
TXN000704,2026-05-12,LYFT CHRISTOPHERVIEW MI,-254.25,Lyft,Card Online,Purchase,False,False,Lyft Rideshare
TXN000705,2026-05-13,SHELL OIL SOUTH MT,-322.71,Shell,Card POS,Purchase,True,False,Shell Gas
TXN000706,2026-05-15,BEST BUY NORTH MO,-205.11,Best Buy,Card POS,Purchase,True,False,Best Buy Electronics
TXN000707,2026-05-15,UBER REBECCASHIRE MP,-316.36,Uber,Card Online,Purchase,False,False,Uber Rideshare
TXN000708,2026-05-17,DELTA AIR Y9KC7F,-314.45,Delta Airlines,Card Online,Purchase,True,False,Delta Airlines Flight
TXN000709,2026-05-17,LA FITNESS SOUTH OR,-61.29,Planet Fitness,Card POS,Subscription,True,False,Planet Fitness Gym
TXN000710,2026-05-20,CHIPOTLE PORT IA,-194.95,Chipotle,Card POS,Purchase,True,False,Chipotle Restaurant
TXN000711,2026-05-20,AT&T PAYMENT 56279,-47.09,AT&T,Transfer,Direct Debit,True,False,AT&T Phone
TXN000712,2026-05-20,GLOBAL INC SAL OCT,2014.56,Unknown,Unknown,Credit,False,False,Unknown
TXN000713,2026-05-20,ETSY INC A03GBL 92099,-484.64,Etsy,Card Online,Purchase,False,False,Etsy E-commerce
TXN000714,2026-05-20,CON EDISON 95100,-52.01,Con Edison,Transfer,Direct Debit,True,False,Con Edison Electricity
TXN000715,2026-05-20,GRUBHUB OCONNORCHESTER,-466.0,Grubhub,Card Online,Purchase,True,False,Grubhub Delivery
TXN000716,2026-05-21,T-MOBILE DAWNSIDE AS,-98.12,Unknown,Unknown,Unknown,False,False,Unknown
TXN000717,2026-05-21,COMCAST WEST TX,-90.41,Comcast,Transfer,Direct Debit,True,False,Comcast Internet
TXN000718,2026-05-21,DUNKIN GOMEZVILLE GA,-183.54,Unknown,Unknown,Unknown,False,False,Unknown
TXN000719,2026-05-22,HOME DEPOT NORTH AL,-156.8,State Farm,Transfer,Direct Debit,True,False,State Farm Home
TXN000720,2026-05-22,HOME DEPOT EAST GA,-408.31,State Farm,Transfer,Direct Debit,True,False,State Farm Home
TXN000721,2026-05-22,STARBUCKS SOUTH VT,-86.92,Starbucks,Card POS,Purchase,False,False,Starbucks Coffee
TXN000722,2026-05-23,DISNEY PLUS US,-14.95,Disney+,Card Online,Subscription,True,False,Disney+ Streaming
TXN000723,2026-05-23,MORTGAGE PAYMENT CHASE JUN,-76.81,Bank,Transfer,Direct Debit,True,False,Bank Mortgage
TXN000724,2026-05-24,HOME DEPOT GOLDENTOWN TN,-131.61,State Farm,Transfer,Direct Debit,True,False,State Farm Home
TXN000725,2026-05-24,VERIZON JORDANHAVEN ND,-18.01,Verizon,Transfer,Direct Debit,True,False,Verizon Phone
TXN000726,2026-05-24,T-MOBILE PIERCESHIRE OH,-128.55,Unknown,Unknown,Unknown,False,False,Unknown
TXN000727,2026-05-24,WENDYS HARDINBOROUGH ID,-167.19,Unknown,Unknown,Unknown,False,False,Unknown
TXN000728,2026-05-25,CON EDISON 80929,-59.62,Con Edison,Transfer,Direct Debit,True,False,Con Edison Electricity
TXN000729,2026-05-26,HBO MAX 80989 USA,-101.11,HBO Max,Card Online,Subscription,True,False,HBO Max Streaming
TXN000730,2026-05-29,MCDS LAKE,-6.56,McDonald's,Card POS,Purchase,False,False,McDonald's Fast Food
TXN000731,2026-05-29,HLU *STREAM 25015,-27.08,Hulu,Card Online,Subscription,True,False,Hulu Streaming
TXN000732,2026-05-29,MCDONALD'S NEW NJ,-454.24,McDonald's,Card POS,Purchase,True,False,McDonald's Fast Food
TXN000733,2026-05-30,ACH DEPOSIT INDUSTRIES SALARY,2272.83,Employer,Transfer,Income,True,True,Employer Salary
TXN000734,2026-05-30,HOME DEPOT PORT WI,-114.62,State Farm,Transfer,Direct Debit,True,False,State Farm Home
TXN000735,2026-05-31,CVS PHARMACY NORTH OH,-97.19,CVS Pharmacy,Card POS,Purchase,False,False,CVS Pharmacy Pharmacy
TXN000736,2026-06-01,SP MUSIC 22431,-97.82,Spotify,Card Online,Subscription,True,False,Spotify Music
TXN000737,2026-06-01,DOORDASH JOHNSONFORT,-428.1,DoorDash,Card Online,Purchase,True,False,DoorDash Delivery
TXN000738,2026-06-02,ACH DEPOSIT SOLUTIONS LLC SALARY,1907.86,Employer,Transfer,Income,True,True,Employer Salary
TXN000739,2026-06-02,DUNKIN DELGADOBURGH IA,-6.53,Unknown,Unknown,Unknown,False,False,Unknown
TXN000740,2026-06-04,DUNKIN MELISSAFORT NV,-172.24,Unknown,Unknown,Unknown,False,False,Unknown
TXN000741,2026-06-05,WENDYS PARKERHAVEN LA,-123.13,Unknown,Unknown,Unknown,False,False,Unknown
TXN000742,2026-06-06,WENDYS ANDREWSTAD GU,-44.07,Unknown,Unknown,Unknown,False,False,Unknown
